Id,Category
154609,2,1
154612,1,2
154620,1,2
154622,1,3
154639,1,2
154642,1,2
154643,1,2
154645,1,3
154647,1,2
154653,2,1
154663,2,1
154670,1,3
154673,1,2
154681,1,2
154684,1,3
154691,1,3
154692,2,3
154700,3,2
154705,2,1
154708,1,2
154713,3,1
154714,1,2
154716,0,1
154724,2,1
154726,1,3
154735,1,2
154748,1,2
154754,1,2
154758,3,1
154761,1,3
154766,1,2
154771,2,1
154786,3,2
154806,1,3
154812,2,1
154813,1,2
154821,1,3
154824,1,2
154853,1,3
154864,1,2
154890,2,1
154927,1,2
154934,1,2
154935,1,2
154938,3,2
154940,1,3
154948,1,2
154949,1,2
154950,1,3
154953,2,3
154963,1,4
154981,0,2
154987,1,2
154988,3,1
154997,2,1
155002,3,1
155007,1,2
155008,1,2
155017,0,2
155020,2,1
155038,2,3
155040,2,1
155043,1,2
155045,1,2
155046,3,2
155056,1,2
155057,1,2
155065,1,2
155090,1,2
155093,2,1
155094,1,2
155104,3,2
155108,1,0
155110,2,1
155115,1,2
155135,2,1
155146,1,3
155149,2,1
155167,2,1
155171,3,2
155190,1,2
155191,1,2
155197,0,2
155207,3,2
155209,3,2
155212,0,2
155216,2,1
155222,3,2
155224,1,2
155227,2,1
155231,3,2
155237,1,2
155244,2,1
155246,1,2
155248,1,3
155250,2,1
155253,0,4
155259,1,2
155260,1,2
155261,1,2
155264,3,1
155276,1,2
155282,3,1
155293,1,3
155294,2,1
155296,1,2
155307,1,2
155316,1,3
155319,2,1
155323,4,1
155324,3,1
155325,1,2
155328,1,2
155329,3,4
155331,1,3
155346,1,0
155347,1,2
155356,3,2
155359,1,2
155360,3,2
155368,1,2
155384,1,2
155394,1,2
155415,3,1
155418,2,1
155421,1,2
155423,1,2
155431,1,2
155433,1,2
155435,3,2
155436,1,2
155449,1,2
155456,1,3
155458,2,1
155466,1,2
155468,1,2
155477,3,2
155479,3,2
155480,1,2
155482,2,1
155494,2,1
155517,1,0
155529,1,2
155544,1,3
155552,3,2
155562,1,2
155567,1,2
155579,2,1
155590,1,3
155596,1,2
155603,2,1
155604,1,2
155606,1,2
155612,2,1
155614,0,1
155623,2,0
155624,4,3
155629,1,2
155633,3,1
155641,1,2
155644,3,2
155653,1,2
155655,2,1
155661,3,1
155662,3,2
155664,1,3
155667,1,3
155678,2,1
155681,3,2
155699,1,3
155726,1,2
155733,1,2
155756,2,0
155788,0,2
155796,2,0
155806,2,1
155831,1,2
155844,1,2
155852,1,3
155863,1,2
155864,2,1
155866,3,1
155880,1,2
155905,4,2
155923,1,2
155930,1,2
155934,3,1
155937,2,1
155944,3,1
155968,1,3
155970,1,2
155986,1,2
155995,1,2
156032,2,1
156053,1,2
156054,2,1
156058,3,1
156066,1,2
156084,1,2
156095,3,2
156106,1,3
156112,1,3
156115,2,1
156122,3,2
156124,2,1
156142,4,3
156147,1,2
156148,1,3
156153,1,3
156161,3,2
156173,1,0
156180,3,2
156192,2,1
156220,1,2
156229,1,2
156246,1,2
156248,1,2
156249,3,2
156250,1,2
156258,1,2
156260,2,1
156265,2,1
156266,1,3
156267,1,2
156271,3,0
156275,3,2
156282,1,2
156285,1,2
156286,3,1
156298,2,1
156302,2,1
156312,1,2
156319,1,2
156322,1,2
156331,1,3
156337,1,2
156338,3,2
156340,2,1
156369,3,2
156376,3,2
156377,1,2
156380,2,1
156398,2,1
156400,1,2
156403,1,2
156417,1,2
156429,1,2
156440,2,1
156442,2,1
156450,1,2
156453,1,2
156454,1,2
156455,1,2
156458,1,2
156459,1,2
156460,1,4
156467,1,2
156474,1,3
156475,2,4
156477,3,1
156486,0,2
156505,1,2
156508,2,1
156513,3,2
156530,1,2
156538,1,3
156548,1,2
156557,4,2
156566,1,2
156567,1,2
156578,1,2
156599,2,4
156602,1,2
156610,1,2
156611,0,1
156612,2,1
156616,1,2
156618,2,3
156626,3,1
156641,2,1
156653,1,2
156654,2,1
156659,2,1
156661,3,2
156663,1,3
156679,1,2
156681,4,3
156693,2,1
156697,1,2
156698,1,2
156708,1,2
156712,2,1
156733,3,1
156736,3,1
156751,1,2
156758,2,1
156768,1,0
156776,3,1
156778,3,2
156780,1,2
156781,1,2
156786,2,1
156792,2,1
156793,2,1
156795,2,3
156801,1,3
156813,1,2
156819,3,2
156842,3,2
156852,1,2
156853,1,3
156893,1,2
156912,1,2
156923,1,2
156925,1,4
156928,2,3
156931,1,2
156937,0,2
156948,2,3
156949,1,2
156950,1,2
156951,1,2
156959,2,1
156963,0,2
156983,1,2
156986,2,0
156988,1,2
156996,0,4
157005,1,2
157007,2,1
157009,1,2
157017,0,1
157020,1,2
157029,1,2
157030,2,1
157049,1,2
157071,1,3
157077,2,1
157080,3,2
157084,2,0
157085,0,1
157094,1,2
157100,2,1
157102,3,2
157114,1,4
157128,2,1
157142,1,2
157144,1,2
157151,1,2
157155,1,2
157163,1,2
157164,1,2
157165,2,1
157168,1,2
157170,1,2
157182,3,2
157193,4,3
157204,1,2
157205,1,2
157211,3,2
157215,1,2
157216,1,2
157226,3,1
157239,3,2
157250,3,1
157263,0,2
157267,2,1
157274,1,4
157280,3,4
157281,0,3
157286,1,2
157288,1,3
157293,3,2
157304,2,1
157312,1,2
157316,2,1
157317,3,1
157320,3,2
157323,1,2
157326,2,1
157333,1,2
157341,1,2
157361,2,3
157363,3,1
157366,2,1
157378,2,1
157407,1,2
157415,1,0
157427,2,0
157432,0,1
157434,1,2
157442,1,2
157447,2,1
157466,3,2
157472,3,1
157479,3,1
157487,3,2
157492,0,1
157503,1,2
157518,1,2
157523,1,3
157539,1,2
157548,1,2
157554,1,2
157557,3,2
157568,2,1
157573,1,2
157578,3,1
157586,1,2
157587,2,1
157590,2,1
157591,0,2
157600,2,3
157615,1,2
157624,1,2
157629,1,2
157630,2,1
157631,2,1
157634,1,2
157641,1,2
157648,2,1
157651,2,0
157653,2,1
157660,1,3
157670,0,2
157680,2,1
157684,1,3
157691,2,1
157700,1,2
157706,3,1
157712,2,3
157720,1,2
157722,2,4
157725,1,2
157730,2,3
157733,1,2
157744,1,3
157757,1,2
157767,3,2
157777,2,1
157778,1,2
157789,1,2
157833,1,3
157835,2,1
157847,1,2
157859,3,2
157870,1,4
157873,1,2
157875,0,2
157881,2,1
157892,1,2
157924,0,1
157930,2,1
157936,2,1
157937,2,1
157940,2,4
157954,2,1
157963,2,1
157967,2,1
157982,1,2
157983,1,4
157988,1,2
157990,0,2
157994,1,2
157996,1,2
157997,1,0
158018,1,2
158021,1,2
158024,1,2
158041,1,3
158046,2,1
158047,1,2
158053,3,2
158054,1,3
158066,1,2
158068,0,4
158075,2,1
158076,1,2
158085,0,4
158101,3,1
158102,1,2
158105,3,2
158112,3,4
158122,2,1
158137,1,2
158142,1,2
158144,1,3
158151,3,1
158157,1,2
158162,0,4
158166,1,3
158176,1,3
158179,2,1
158184,1,2
158199,3,4
158238,0,2
158262,1,2
158271,3,2
158272,3,1
158283,1,3
158287,1,3
158289,1,3
158300,2,1
158301,1,2
158302,1,2
158312,1,3
158323,3,2
158332,3,1
158333,1,2
158349,2,1
158350,1,2
158355,1,2
158363,1,2
158370,1,2
158386,3,2
158393,1,2
158419,1,2
158421,1,2
158438,1,2
158439,1,2
158448,2,0
158453,2,1
158455,2,1
158456,2,3
158487,1,2
158498,2,3
158517,1,2
158530,3,1
158532,2,1
158555,2,3
158580,2,4
158594,0,2
158599,1,2
158603,2,1
158607,1,2
158620,2,1
158624,2,1
158640,3,2
158642,1,2
158653,1,2
158660,1,2
158665,1,3
158672,1,2
158678,1,2
158685,1,2
158690,2,1
158693,1,2
158694,1,2
158700,1,2
158703,1,2
158704,1,2
158706,1,2
158709,3,2
158710,3,2
158716,1,4
158721,3,2
158725,0,4
158756,1,0
158758,1,2
158761,1,2
158762,2,1
158765,1,2
158770,1,2
158774,1,2
158775,1,2
158780,1,2
158782,1,2
158786,1,2
158788,1,2
158791,2,1
158800,0,1
158807,3,4
158809,3,1
158818,1,2
158821,1,2
158825,2,1
158836,3,1
158839,1,2
158841,3,2
158842,1,3
158853,1,2
158890,2,3
158893,3,1
158895,2,0
158903,1,2
158912,3,2
158918,1,2
158919,3,1
158928,1,2
158931,0,2
158935,0,3
158943,1,3
158948,1,3
158952,1,4
158968,2,1
158974,3,4
158978,1,2
158983,1,2
158985,1,2
158986,0,2
158995,3,1
159003,1,2
159009,1,3
159015,3,1
159019,1,2
159021,1,2
159022,1,2
159032,2,1
159033,1,2
159043,1,2
159055,0,4
159056,2,1
159066,1,2
159076,1,2
159094,1,2
159098,1,3
159099,3,2
159100,3,1
159110,1,2
159122,2,1
159128,2,3
159138,1,2
159153,1,2
159158,2,1
159187,1,3
159191,3,4
159195,1,2
159214,3,1
159229,1,2
159239,2,1
159242,1,2
159260,3,1
159267,1,2
159272,2,1
159277,3,1
159284,1,2
159286,3,2
159292,2,1
159305,1,2
159310,1,2
159326,2,1
159342,2,1
159345,1,2
159350,1,2
159356,3,1
159360,1,2
159367,3,4
159370,1,2
159377,1,2
159403,1,2
159410,1,2
159419,2,1
159423,1,2
159439,2,0
159448,3,1
159450,0,1
159461,1,2
159469,2,1
159474,1,2
159477,3,2
159484,3,1
159490,1,2
159496,0,2
159503,1,2
159507,1,2
159516,2,1
159535,1,2
159536,1,2
159547,1,2
159552,1,2
159561,1,2
159562,4,2
159568,2,1
159569,3,2
159570,1,2
159573,0,3
159585,1,2
159598,1,2
159609,3,2
159616,1,2
159623,1,3
159648,3,1
159654,1,2
159655,1,2
159672,1,2
159673,1,2
159678,2,1
159693,2,1
159694,1,2
159701,2,1
159706,2,3
159729,3,2
159738,2,1
159740,1,2
159749,2,1
159765,1,3
159766,1,2
159767,1,2
159779,3,2
159792,1,2
159807,3,2
159830,1,4
159842,3,2
159855,1,0
159861,1,2
159868,3,2
159873,2,1
159878,1,2
159882,1,2
159886,3,2
159898,2,1
159903,3,2
159905,1,3
159909,2,1
159912,1,2
159918,2,1
159922,1,2
159923,1,2
159926,1,0
159934,4,2
159955,1,2
159973,1,2
159979,1,2
159984,1,2
159987,2,1
159988,1,2
159989,1,2
159991,3,2
159994,4,1
159996,3,2
160003,1,2
160007,2,1
160018,4,1
160022,1,2
160040,2,1
160042,1,2
160052,2,1
160060,1,4
160065,1,2
160069,3,0
160075,1,3
160092,0,2
160093,1,2
160098,1,2
160100,1,2
160108,1,2
160127,4,1
160133,1,2
160147,4,3
160163,0,2
160167,1,2
160172,1,3
160174,2,1
160177,2,3
160184,2,1
160195,2,1
160198,1,2
160213,1,2
160216,3,2
160225,3,1
160228,3,1
160232,1,2
160247,1,2
160255,1,2
160257,1,2
160260,2,1
160265,1,2
160291,1,2
160293,2,1
160301,2,1
160309,2,1
160310,1,3
160322,2,1
160327,2,0
160342,2,1
160343,1,2
160351,1,2
160352,1,2
160370,1,3
160374,1,2
160394,2,1
160395,2,1
160396,3,2
160401,3,2
160404,1,2
160407,1,2
160420,0,1
160427,1,2
160441,1,2
160466,3,1
160470,1,2
160485,1,0
160489,2,0
160493,1,2
160502,1,2
160503,2,1
160504,1,2
160509,1,2
160510,1,2
160512,1,2
160522,0,2
160544,2,1
160551,1,2
160555,1,2
160564,1,2
160570,1,2
160574,2,1
160579,3,4
160582,1,0
160591,1,2
160604,2,1
160616,2,1
160617,1,2
160628,2,1
160629,2,1
160635,3,2
160647,1,2
160654,1,2
160658,3,2
160660,1,2
160668,2,1
160679,1,2
160680,2,1
160681,1,2
160691,1,2
160695,3,2
160696,3,0
160700,2,1
160710,2,1
160713,1,2
160724,3,2
160727,3,0
160734,1,2
160749,1,2
160761,1,2
160763,1,2
160769,3,1
160800,3,2
160801,2,1
160802,1,2
160818,1,2
160836,0,3
160847,1,2
160849,1,2
160856,3,2
160862,2,1
160899,2,1
160902,1,2
160903,1,2
160908,1,2
160909,2,1
160911,1,4
160921,2,1
160938,1,2
160939,1,2
160946,1,2
160960,3,2
160964,2,1
160985,1,3
160990,1,3
160997,0,1
161010,1,2
161012,3,2
161016,0,4
161028,1,2
161029,3,1
161032,1,2
161038,2,3
161039,1,2
161051,1,2
161069,1,3
161079,1,2
161085,1,0
161101,1,3
161111,1,2
161119,1,2
161123,0,4
161128,3,2
161129,1,2
161132,0,2
161157,1,2
161173,1,3
161180,1,2
161195,3,1
161200,1,2
161201,2,1
161210,0,1
161216,3,2
161219,1,2
161229,1,3
161248,3,2
161254,1,3
161259,1,2
161261,1,2
161262,2,1
161265,3,1
161267,2,1
161275,2,0
161291,0,3
161292,1,3
161295,1,2
161306,2,3
161315,2,1
161327,2,0
161333,1,2
161339,1,2
161341,1,3
161362,1,2
161367,2,1
161369,0,1
161372,3,1
161384,3,2
161386,1,2
161387,0,1
161394,1,2
161403,2,1
161411,3,2
161424,3,1
161426,2,1
161430,1,2
161436,1,3
161447,1,2
161457,1,2
161460,1,3
161464,1,2
161494,3,2
161495,2,1
161500,1,2
161517,2,1
161523,1,2
161525,2,1
161537,2,1
161541,1,2
161542,2,0
161545,0,2
161557,3,2
161558,2,1
161566,1,2
161584,0,2
161593,2,1
161595,3,2
161597,1,3
161601,3,2
161616,3,2
161622,3,1
161624,3,2
161654,2,1
161660,1,2
161664,1,2
161670,1,2
161677,2,1
161680,1,2
161699,2,1
161710,4,3
161716,3,4
161725,1,2
161727,1,2
161743,2,1
161744,2,1
161753,2,1
161762,1,2
161767,1,2
161771,1,3
161776,1,2
161781,2,1
161782,2,1
161784,1,4
161796,1,2
161799,3,1
161800,1,3
161807,1,3
161809,0,2
161812,3,2
161821,2,1
161829,1,2
161831,1,2
161834,1,3
161845,2,0
161850,3,2
161853,3,1
161864,1,2
161865,1,2
161879,2,1
161881,3,1
161892,1,2
161895,3,2
161906,1,2
161931,3,1
161944,1,3
161956,2,1
161960,3,4
161973,2,3
161978,3,1
161985,0,2
161994,0,4
161999,2,1
162000,3,2
162017,1,2
162021,1,2
162022,1,3
162034,1,3
162038,3,2
162042,2,1
162062,2,1
162072,1,2
162082,2,1
162088,2,1
162092,3,1
162095,2,1
162097,2,1
162104,2,1
162106,1,3
162109,2,1
162111,3,2
162113,1,2
162114,1,2
162116,1,2
162120,1,2
162122,1,2
162144,1,2
162149,1,2
162152,2,1
162153,1,2
162155,1,2
162159,3,1
162163,2,3
162171,3,1
162174,1,2
162179,2,1
162182,1,2
162201,1,2
162216,1,2
162223,1,2
162227,1,2
162229,1,2
162230,1,2
162234,1,3
162238,1,2
162251,1,2
162260,1,2
162264,1,2
162275,3,2
162279,1,3
162282,2,1
162286,2,1
162298,2,1
162299,2,3
162308,0,2
162311,2,1
162320,1,3
162340,2,4
162357,1,2
162364,2,1
162377,2,1
162378,3,1
162381,3,1
162386,2,1
162407,0,2
162411,1,3
162418,1,2
162423,2,1
162428,1,3
162430,1,3
162441,1,2
162447,1,2
162451,2,1
162465,2,1
162469,1,2
162471,1,2
162484,3,2
162485,1,3
162489,2,1
162492,3,1
162493,1,3
162497,1,2
162499,1,2
162506,2,1
162520,3,1
162526,1,2
162531,3,2
162534,2,1
162543,1,2
162550,2,1
162555,1,2
162561,1,4
162563,3,1
162564,3,2
162568,0,4
162574,1,2
162583,1,3
162586,1,2
162587,2,0
162599,3,1
162601,1,3
162612,1,2
162621,2,1
162622,3,2
162625,3,2
162641,3,2
162651,1,2
162654,2,1
162662,1,3
162665,1,3
162672,1,3
162673,1,3
162675,1,3
162679,1,4
162714,2,1
162785,2,1
162787,2,1
162802,3,2
162804,2,1
162816,1,2
162826,1,2
162829,1,2
162831,1,3
162839,1,4
162843,1,2
162844,2,3
162857,1,2
162861,1,2
162870,2,3
162871,3,1
162876,3,2
162877,3,1
162882,4,3
162904,1,2
162912,1,3
162921,0,1
162923,3,2
162946,3,1
162947,1,2
162964,1,2
162968,1,2
162972,1,3
162974,1,2
162975,0,1
162983,1,2
162998,2,1
162999,1,2
163010,1,4
163020,1,3
163023,1,2
163025,1,4
163039,1,2
163048,1,4
163051,1,2
163057,1,2
163062,1,2
163066,1,2
163067,1,2
163069,2,1
163073,1,3
163077,1,2
163079,2,1
163086,1,3
163091,1,2
163094,1,2
163096,1,0
163099,0,4
163125,2,3
163126,1,2
163128,1,2
163134,3,1
163144,1,2
163148,3,2
163155,1,2
163157,1,2
163170,3,1
163192,2,1
163193,1,2
163194,3,2
163201,0,2
163213,1,2
163229,2,1
163245,2,1
163256,3,1
163266,1,2
163271,2,3
163273,2,1
163283,1,2
163284,1,2
163286,2,1
163296,1,2
163300,3,2
163301,2,1
163306,2,1
163309,1,2
163331,1,2
163342,1,2
163351,4,0
163356,2,0
163360,3,2
163381,1,2
163387,1,3
163388,1,2
163402,1,2
163407,1,2
163408,3,1
163418,3,1
163419,0,4
163425,2,1
163427,1,2
163443,1,3
163444,1,2
163447,1,2
163460,2,1
163462,0,3
163475,1,2
163478,3,2
163481,4,1
163483,1,2
163521,1,2
163524,1,3
163531,1,2
163532,2,1
163533,2,1
163535,1,3
163538,1,2
163540,1,2
163543,2,3
163548,1,2
163561,2,1
163567,4,1
163584,1,2
163588,3,4
163592,1,2
163600,1,2
163628,1,2
163645,2,1
163646,1,2
163651,1,2
163670,3,4
163685,1,2
163699,2,1
163702,1,2
163717,2,1
163754,1,2
163760,1,2
163766,1,2
163787,2,1
163791,1,2
163802,0,2
163806,1,3
163811,3,2
163813,1,2
163815,3,1
163824,3,2
163827,1,2
163832,4,2
163836,0,3
163837,2,1
163841,0,4
163846,1,2
163847,3,1
163849,1,3
163858,2,1
163861,3,1
163870,3,1
163872,1,2
163884,1,4
163891,2,1
163899,3,1
163913,1,2
163936,2,0
163938,1,2
163940,0,1
163954,2,3
163957,2,1
163960,3,1
163961,3,4
163966,1,3
163967,2,1
163971,2,1
164002,1,3
164012,3,2
164013,3,2
164016,3,2
164027,2,1
164031,1,3
164041,0,2
164064,2,1
164080,2,1
164091,2,1
164109,0,2
164112,1,2
164125,2,4
164127,3,1
164129,0,2
164138,1,2
164148,1,2
164149,1,2
164152,1,2
164158,2,1
164167,1,2
164173,2,1
164180,1,2
164206,1,3
164207,2,1
164211,2,1
164212,1,3
164219,2,1
164220,3,4
164222,1,0
164244,1,2
164253,1,2
164254,1,3
164258,1,0
164259,2,3
164270,1,2
164280,1,2
164286,1,2
164303,1,2
164308,3,2
164328,1,2
164342,1,2
164344,1,2
164348,1,2
164364,1,3
164374,4,2
164382,0,2
164386,0,2
164396,3,2
164404,3,2
164405,1,2
164408,1,2
164416,0,1
164418,2,1
164421,0,2
164423,2,1
164425,1,3
164426,1,2
164429,2,1
164443,3,2
164444,0,2
164451,1,2
164453,2,1
164471,1,2
164476,1,3
164477,2,3
164480,3,1
164489,1,2
164496,2,1
164499,1,2
164510,2,0
164514,1,3
164515,3,4
164517,2,1
164522,1,3
164526,2,1
164529,1,2
164530,1,3
164538,1,3
164543,3,1
164545,1,2
164558,0,2
164562,2,1
164570,1,3
164573,1,2
164577,1,2
164579,1,2
164595,2,0
164600,2,1
164602,3,2
164603,1,2
164640,3,2
164653,1,2
164655,1,2
164658,1,2
164659,1,3
164661,3,1
164666,1,2
164679,1,4
164684,1,2
164694,1,3
164708,2,1
164711,1,3
164716,1,2
164718,1,2
164725,1,2
164732,1,0
164735,3,2
164756,1,2
164763,3,1
164773,1,2
164782,1,3
164807,1,2
164832,1,2
164839,1,2
164844,3,2
164848,2,1
164853,1,2
164859,3,2
164862,3,1
164868,1,2
164872,3,2
164877,3,1
164878,1,2
164879,1,0
164901,1,2
164908,2,0
164916,2,1
164918,1,2
164924,1,2
164925,1,2
164934,3,1
164945,2,1
164962,3,2
164964,1,3
164989,1,2
164991,1,2
164994,1,2
165002,1,3
165004,1,2
165011,1,2
165024,3,2
165025,2,1
165026,1,2
165039,2,1
165043,2,1
165052,1,2
165061,1,2
165069,1,2
165073,3,2
165078,2,1
165080,1,2
165087,2,1
165098,1,2
165099,1,2
165105,2,1
165107,3,4
165110,2,1
165111,3,1
165130,1,4
165158,3,2
165163,3,1
165176,3,1
165181,0,2
165186,1,2
165203,2,1
165210,1,2
165211,1,4
165220,1,3
165221,1,3
165226,1,3
165235,4,1
165253,1,2
165262,1,2
165263,1,2
165268,2,1
165275,1,3
165277,1,3
165286,3,1
165296,2,0
165298,1,2
165299,1,2
165303,1,3
165307,1,2
165308,1,2
165320,3,2
165331,2,1
165338,1,2
165348,1,2
165356,1,2
165372,2,3
165376,2,1
165377,1,2
165378,1,2
165385,3,2
165390,3,2
165403,1,3
165411,1,3
165414,1,2
165424,1,3
165426,2,1
165427,1,3
165448,1,3
165455,1,2
165457,1,2
165468,2,1
165469,1,2
165470,1,2
165477,1,2
165488,3,1
165501,1,2
165510,1,2
165517,2,3
165519,1,2
165520,1,2
165521,1,3
165523,3,2
165524,2,4
165525,2,1
165541,1,2
165549,1,2
165559,1,2
165571,1,2
165572,1,2
165573,1,2
165579,2,1
165582,1,2
165592,1,3
165609,2,1
165619,1,4
165624,2,1
165628,1,3
165647,4,0
165648,2,1
165658,1,2
165664,1,2
165671,2,1
165682,1,3
165686,3,2
165722,0,2
165725,2,3
165740,1,3
165744,1,3
165760,1,2
165761,1,3
165767,0,2
165777,1,3
165779,1,2
165782,1,2
165803,1,2
165804,1,2
165805,1,3
165808,1,2
165810,0,1
165811,1,2
165816,0,3
165820,1,2
165828,1,3
165839,3,1
165843,2,1
165851,0,2
165857,1,2
165864,1,2
165869,2,1
165872,1,2
165875,3,1
165880,1,2
165889,0,4
165892,1,3
165902,2,1
165916,0,1
165926,3,1
165929,1,0
165935,0,2
165943,2,1
165946,1,3
165977,1,3
166001,1,2
166007,2,1
166019,1,2
166020,1,3
166023,3,1
166027,1,3
166034,3,1
166037,1,2
166038,1,2
166054,1,2
166063,2,3
166071,0,4
166074,1,2
166086,1,3
166092,2,1
166097,1,2
166098,3,2
166132,2,1
166142,1,2
166153,1,2
166173,1,2
166183,2,1
166190,1,3
166191,1,2
166203,1,2
166207,1,2
166211,1,3
166221,3,1
166227,2,1
166267,1,2
166270,1,2
166288,1,2
166293,1,2
166304,3,4
166308,1,2
166315,3,2
166326,1,2
166334,1,4
166364,1,3
166370,1,2
166405,2,3
166410,1,2
166419,1,2
166426,1,2
166428,1,2
166433,2,1
166439,2,1
166441,1,0
166444,1,2
166445,1,2
166462,1,2
166475,1,3
166477,1,2
166480,1,2
166493,1,2
166501,3,1
166510,2,1
166515,3,1
166519,1,3
166527,3,2
166532,1,3
166539,3,2
166541,1,3
166543,3,1
166557,2,4
166559,0,2
166563,3,1
166579,1,2
166585,3,1
166595,1,2
166598,3,1
166611,1,2
166620,0,2
166624,1,2
166640,3,2
166642,2,1
166644,2,0
166646,1,2
166653,1,2
166664,3,2
166681,2,1
166695,3,2
166707,1,2
166712,1,2
166720,2,1
166726,1,2
166744,2,1
166745,3,4
166747,3,2
166754,1,2
166756,1,2
166767,2,1
166771,1,2
166774,3,1
166775,2,1
166793,3,2
166801,1,2
166806,3,2
166812,1,3
166828,2,3
166831,2,1
166842,1,2
166853,0,1
166861,2,4
166866,0,1
166884,0,4
166890,1,0
166893,2,0
166901,1,2
166911,1,3
166915,1,2
166917,1,2
166934,1,4
166935,3,1
166939,1,2
166943,3,2
166950,2,1
166955,1,2
166957,1,2
166960,3,1
166963,3,2
166964,1,2
166965,1,3
166981,1,2
166983,0,2
166984,1,2
166998,1,2
166999,2,1
167018,3,1
167019,2,1
167022,3,1
167028,2,3
167048,1,3
167051,2,1
167052,1,2
167070,1,2
167079,1,3
167086,0,1
167090,0,2
167096,4,2
167103,0,2
167111,1,2
167112,1,2
167114,3,2
167120,1,2
167122,3,2
167126,1,2
167128,1,0
167136,1,2
167137,0,2
167140,1,3
167146,1,2
167148,3,2
167151,0,2
167154,1,2
167156,2,1
167157,1,2
167182,3,2
167200,1,2
167203,1,2
167206,2,1
167208,2,1
167212,3,2
167213,1,3
167218,1,2
167219,3,1
167230,2,1
167246,2,1
167274,1,2
167283,1,2
167313,1,2
167349,1,2
167354,1,2
167362,3,2
167363,1,2
167374,1,2
167385,2,1
167414,1,2
167416,2,1
167433,1,2
167440,0,2
167443,1,2
167457,1,2
167458,1,0
167463,2,0
167464,2,1
167471,2,1
167480,1,2
167483,1,2
167484,1,2
167500,3,2
167501,1,2
167508,2,3
167509,2,1
167515,1,2
167532,2,1
167536,3,1
167538,1,2
167540,1,2
167542,1,2
167549,2,1
167550,1,2
167551,1,2
167554,2,1
167555,2,1
167559,2,1
167576,2,1
167579,1,2
167582,3,1
167587,1,2
167590,1,2
167591,4,3
167602,1,2
167619,1,2
167634,1,2
167640,1,2
167653,1,2
167659,2,0
167683,3,2
167689,1,2
167692,1,2
167699,1,2
167705,3,2
167713,1,2
167719,0,1
167724,2,1
167727,1,2
167728,1,2
167729,1,2
167740,1,3
167747,1,2
167748,2,1
167749,2,1
167756,2,1
167762,1,2
167772,2,1
167780,2,1
167784,1,2
167786,1,2
167787,1,2
167791,3,1
167795,2,1
167797,2,1
167801,1,2
167809,1,2
167810,1,2
167825,1,2
167830,1,2
167840,1,2
167852,2,0
167868,1,3
167871,3,2
167872,3,1
167876,0,2
167878,2,1
167883,1,4
167892,1,2
167893,1,2
167894,3,2
167898,3,2
167904,2,1
167910,1,2
167923,3,1
167932,2,4
167944,1,2
167949,1,2
167953,2,3
167954,0,2
167961,1,2
167971,2,1
167973,2,1
167976,1,2
167990,1,2
167991,1,2
167992,0,2
168008,1,2
168010,3,1
168012,3,1
168013,2,1
168046,3,2
168051,3,2
168060,1,2
168061,2,1
168062,3,2
168074,0,1
168080,1,0
168086,1,2
168092,2,1
168098,3,2
168102,1,2
168110,1,2
168111,1,2
168113,2,1
168119,1,2
168123,1,3
168130,1,2
168133,2,0
168139,0,2
168141,3,1
168144,3,2
168173,1,3
168194,1,2
168214,1,2
168215,1,2
168219,1,2
168220,1,2
168236,2,1
168240,1,2
168251,1,2
168253,1,2
168256,2,3
168271,2,3
168292,1,2
168297,2,3
168301,1,3
168305,1,2
168317,0,1
168322,1,2
168324,0,2
168332,3,2
168334,1,3
168338,2,1
168345,1,2
168354,2,1
168365,3,2
168366,1,2
168379,3,1
168380,1,2
168387,1,2
168388,1,2
168406,2,3
168412,1,3
168415,0,2
168432,1,2
168451,3,2
168462,1,2
168464,0,2
168467,2,1
168473,2,1
168478,1,3
168484,2,4
168488,1,2
168503,4,2
168513,1,3
168514,1,2
168517,1,2
168524,0,2
168530,1,2
168532,3,2
168536,3,2
168538,1,3
168539,3,1
168543,2,1
168553,3,2
168571,2,0
168574,3,1
168575,2,1
168577,1,3
168578,2,1
168579,1,2
168587,2,3
168593,2,3
168616,3,1
168630,1,2
168634,1,2
168638,1,2
168639,3,1
168645,2,1
168657,3,2
168659,0,1
168662,1,2
168667,1,2
168674,1,2
168694,2,1
168697,3,2
168707,1,2
168712,3,2
168728,2,1
168740,2,1
168748,1,2
168775,1,2
168784,3,2
168797,2,1
168802,1,2
168804,1,2
168805,3,2
168806,2,0
168809,1,3
168823,3,1
168828,1,2
168856,2,1
168859,1,2
168864,1,2
168871,3,2
168877,2,3
168881,1,2
168887,2,1
168891,0,4
168902,3,1
168911,1,3
168913,0,1
168916,2,4
168920,2,1
168927,1,2
168931,1,2
168932,1,2
168946,1,2
168947,1,2
168960,1,2
168965,1,3
168982,2,0
168983,1,2
168989,1,2
168997,0,1
169000,1,2
169001,1,2
169002,2,1
169011,1,2
169012,2,4
169015,3,2
169026,1,3
169027,1,2
169038,2,1
169088,0,2
169092,0,2
169106,2,1
169117,1,2
169118,3,2
169123,2,1
169130,1,2
169134,0,2
169138,1,2
169140,1,2
169147,3,1
169178,1,2
169188,1,2
169190,1,3
169192,1,2
169200,3,2
169205,0,2
169209,1,2
169211,1,0
169212,1,2
169215,3,2
169216,2,3
169224,2,4
169225,3,0
169226,4,1
